,gene,r hsc,p adjusted hsc,r prog,p adjusted prog,GEP 15 (DNA Replication),Benjamini-Hochberg adjusted regression p of GEP 15 vs r hsc,Bonferroni adjusted regression p of GEP 15 vs r hsc,Benjamini-Hochberg adjusted regression p of GEP 15 vs r prog,Bonferroni adjusted regression p of GEP 15 vs r prog
7764,NR4A2,-0.1030214089019883,3.1250554539039116e-21,-0.0339099074038764,4.913766087773164e-09,-0.001080045,0.3019682495686178,1.0,0.008644177717305987,1.0
7765,NR4A3,-0.0525062373221127,4.6975987142594215e-06,-0.0188865210006194,0.0015560034969879224,-0.000378878,0.9999771431101689,1.0,0.9999471363027878,1.0
7766,NR5A1,-0.0254801235698795,0.039106906886460596,-0.0271006984418938,3.7643574885843874e-06,-0.000166362,0.9999771431101689,1.0,0.9999471363027878,1.0
7767,NR5A2,-0.0531874789310051,3.4320383555561604e-06,-0.0234683156940443,7.029358256650297e-05,-0.0001,0.9999771431101689,1.0,0.9999471363027878,1.0
7768,NRAS,0.0697778276418845,4.515793336435218e-10,0.0911394307269432,3.6233824814356575e-59,0.000167313,0.9999771431101689,1.0,0.9999471363027878,1.0
7769,NRBF2,0.103782658842338,1.5367904449536173e-21,0.0721374418350841,2.127978604817202e-37,0.000361736,0.9999771431101689,1.0,0.9999471363027878,1.0
7770,NRBP1,0.032191341609736,0.007573255744447293,0.0635804900922757,2.925083113119687e-29,7.55e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7771,NRCAM,-0.0573429105808026,4.661534402223846e-07,-0.0468059941171957,2.681910833780097e-16,-0.000220703,0.9999771431101689,1.0,0.9999471363027878,1.0
7772,NRDC,0.0408185747399516,0.0005181009215688853,0.1152612680313717,3.175347706352681e-94,4.1e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7773,NREP,0.199129981525101,3.787311719433506e-79,0.2783276839046372,0.0,0.000998652,0.9999771431101689,1.0,0.9999471363027878,1.0
7774,NREP.AS1,-0.0619778748143438,4.1254280428091e-08,-0.0410213391535698,9.504916109094303e-13,-0.000217118,0.9999771431101689,1.0,0.9999471363027878,1.0
7775,NRG1,-0.084051719440227,2.5913908914082732e-14,-0.0388115766400223,1.6161043229061682e-11,-0.000115213,0.9999771431101689,1.0,0.9999471363027878,1.0
7776,NRG1.IT3,-0.0279221782005507,0.02250269775268242,-0.0226679276653333,0.00012674158027503696,-0.000104718,0.9999771431101689,1.0,0.9999471363027878,1.0
7777,NRG2,-0.0479569394218663,3.415777774387922e-05,-0.0241623098688115,4.1572644225833007e-05,-0.000151069,0.9999771431101689,1.0,0.9999471363027878,1.0
7778,NRG3,-0.0541274500082347,2.2197509588424582e-06,-0.0362921383714119,3.3710192254046054e-10,-0.00022062,0.9999771431101689,1.0,0.9999471363027878,1.0
7779,NRG4,-0.1119678338519368,5.3771302483226e-25,-0.0594511693977391,1.0588860885751205e-25,-0.000461049,0.9999771431101689,1.0,0.9999471363027878,1.0
7780,NRGN,0.0926782153396063,2.8321351724622466e-17,0.0891159114950919,1.3178806638108173e-56,0.000354067,0.9999771431101689,1.0,0.9999471363027878,1.0
7781,NRIP1,0.2270476590935807,1.816586271501648e-103,0.1544900836202773,2.5965826553203758e-169,0.000121989,0.0009718274085279313,0.08103202920491585,0.9999471363027878,1.0
7782,NRIR,-0.0684598653624301,1.0115229702742334e-09,-0.0336943007967962,6.2054102801169695e-09,-0.000173849,0.9999771431101689,1.0,0.9999471363027878,1.0
7783,NRK,-0.0479208289663571,3.465605511549676e-05,-0.0394727929777395,7.0465690546637414e-12,-0.000225743,0.9999771431101689,1.0,0.9999471363027878,1.0
7784,NRM,0.1361115075243508,8.48636118559109e-37,0.1469029294942689,5.18196929579346e-153,0.000330174,0.9999771431101689,1.0,0.9999471363027878,1.0
7785,NRN1,-0.0464738925785449,6.206100660788385e-05,-0.019338550798086,0.0011806022647517231,-9.79e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7786,NRP1,-0.097077927085684,6.644640931606209e-19,-0.0762908197471513,1.0175139496650556e-41,-0.000324219,0.9999771431101689,1.0,0.9999471363027878,1.0
7787,NRP2,-0.0728270962541651,6.566265683219586e-11,-0.0455383151896114,1.7637156770549207e-15,-0.000331942,0.9999771431101689,1.0,0.9999471363027878,1.0
7788,NRROS,0.1062613369755938,1.4632949494636187e-22,0.1534637322561725,4.678909563307446e-167,0.000566423,0.9999771431101689,1.0,0.9999471363027878,1.0
7789,NRSN1,-0.0475469066612913,4.042750682736777e-05,-0.0391633433820503,1.0395982129895954e-11,-0.000190595,0.9999771431101689,1.0,0.9999471363027878,1.0
7790,NRXN1,-0.0819974480921718,1.1994737257997503e-13,-0.0628821568082029,1.2159181915299024e-28,-0.000297272,0.9999771431101689,1.0,0.9999471363027878,1.0
7791,NRXN2,-0.0649148679256426,8.072412595311732e-09,-0.0405043188693804,1.8727346240360794e-12,-0.000284609,0.9999771431101689,1.0,0.9999471363027878,1.0
7792,NRXN3,-0.0546350313819388,1.7460007619482316e-06,-0.0460958239574546,7.751608004349077e-16,-0.000256741,0.9999771431101689,1.0,0.9999471363027878,1.0
7793,NSA2,0.0288738058899249,0.017840908777503058,0.1867996446011385,1.903326053797577e-248,0.000221939,0.9999771431101689,1.0,0.9999471363027878,1.0
7794,NSF,0.0816445550742553,1.5467806937645908e-13,0.0963796324151017,4.5082336318188076e-66,0.000260713,0.9999771431101689,1.0,0.9999471363027878,1.0
7795,NSFL1C,0.0751560781854228,1.426227069773192e-11,0.1375825818545159,3.5840829551947243e-134,0.000231885,0.9999771431101689,1.0,0.9999471363027878,1.0
7796,NSG1,-0.0294989360406195,0.015314653369483922,-0.0321935758922583,3.0191925820810894e-08,-0.000157038,0.9999771431101689,1.0,0.9999471363027878,1.0
7797,NSL1,0.0264273610612591,0.031766993496250666,0.0937228289296152,1.591723890276234e-62,0.000223987,0.9999771431101689,1.0,0.9999471363027878,1.0
7798,NSMCE1,0.0513626457413276,7.887757457772532e-06,0.1278701846332197,6.763835103814308e-116,0.000155114,0.9999771431101689,1.0,0.9999471363027878,1.0
7799,NSMCE2,0.0302369628269049,0.01268169340715161,0.081125832273411,4.666619272034657e-47,0.000220825,0.9999771431101689,1.0,0.9999471363027878,1.0
7800,NSMCE4A,0.0473821811268314,4.323287195032906e-05,0.1117129535565173,1.5291172778119308e-88,0.000309409,0.9999771431101689,1.0,0.9999471363027878,1.0
7801,NSRP1,0.0425784138310292,0.0002772239779134036,0.0927085575644178,3.392370455507213e-61,0.00024533,0.9999771431101689,1.0,0.9999471363027878,1.0
7802,NSUN2,0.0287498408881564,0.018400657185260752,0.0892245411952921,9.63804176175884e-57,0.000345496,0.9999771431101689,1.0,0.9999471363027878,1.0
7803,NSUN4,0.0393463844325833,0.0008575121892186602,0.0734110586486672,1.0712474010630804e-38,0.000115165,0.9999771431101689,1.0,0.9999471363027878,1.0
7804,NSUN5,0.0333084832767552,0.005575527264109686,0.1255034626995231,1.183594757904823e-111,0.000142546,0.9999771431101689,1.0,0.9999471363027878,1.0
7805,NSUN7,-0.0372998629407476,0.001675966943597702,-0.0149691226169648,0.013043946878463776,-0.00010678,0.9999771431101689,1.0,0.9999471363027878,1.0
7806,NT5C,0.0348081219215296,0.003603451688705431,0.0979275255776867,3.4703161498276893e-68,0.000209847,0.9999771431101689,1.0,0.9999471363027878,1.0
7807,NT5C1A,-0.0342425775010642,0.004270270456623855,-0.0269967656337903,4.116708245687726e-06,-0.000122835,0.9999771431101689,1.0,0.9999471363027878,1.0
7808,NT5C2,0.0970349107753783,6.900356944646647e-19,0.095604766453294,4.994034226691337e-65,2.84e-06,0.9056672525182108,1.0,0.9999471363027878,1.0
7809,NT5C3A,0.0462600992042122,6.761117985012691e-05,0.1222327761924448,6.3917924135821465e-106,0.000199176,0.9999771431101689,1.0,0.9999471363027878,1.0
7810,NT5C3B,0.0574300514534911,4.458345891986618e-07,0.0605256892784954,1.3274477780764358e-26,0.000156378,0.9999771431101689,1.0,0.9999471363027878,1.0
7811,NT5DC1,0.0297273092601488,0.014459900992532856,0.0919969933356837,2.84451063808568e-60,0.000270289,0.9999771431101689,1.0,0.9999471363027878,1.0
7812,NT5DC2,0.1318925985750957,1.4738258812693947e-34,0.2184439096403484,0.0,0.001054351,0.9999771431101689,1.0,0.9999471363027878,1.0
7813,NT5DC4,-0.0462850653575437,6.69600308214445e-05,-0.0231212992967772,9.095639447593593e-05,-0.000171993,0.9999771431101689,1.0,0.9999471363027878,1.0
7814,NT5E,-0.0703661689383018,3.1294687151772836e-10,-0.0440955325824605,1.4124222141713216e-14,-0.0002322,0.9999771431101689,1.0,0.9999471363027878,1.0
7815,NTF3,-0.0336237888566035,0.005101743390691825,-0.0281288009420744,1.519240888241739e-06,-0.000140061,0.9999771431101689,1.0,0.9999471363027878,1.0
7816,NTF4,-0.0337045815075888,0.004985665143012135,-0.0256733382746838,1.2510214892245126e-05,-0.000150091,0.9999771431101689,1.0,0.9999471363027878,1.0
7817,NTHL1,0.0647804249259735,8.704671853596703e-09,0.1288309407456994,1.2160393685996365e-117,0.000489806,0.9999771431101689,1.0,0.9999471363027878,1.0
7818,NTM,-0.044677079685501,0.0001260617994204419,-0.0422454072926927,1.8395424129346113e-13,-0.000170916,0.9999771431101689,1.0,0.9999471363027878,1.0
7819,NTMT1,0.0399340668845846,0.0007040568946507587,0.0830782655836893,2.6183523350486306e-49,0.00024506,0.9999771431101689,1.0,0.9999471363027878,1.0
7820,NTN3,-0.0398929735515435,0.000714362986674696,-0.0123210326301256,0.042492719146218084,-6.71e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7821,NTN4,-0.0422890622601369,0.000308088906795727,-0.0258604814581586,1.0741092725739338e-05,-0.000148303,0.9999771431101689,1.0,0.9999471363027878,1.0
7822,NTNG1,-0.0483632370451387,2.889560845026006e-05,-0.0438191535471023,2.0832894050732337e-14,-0.000182913,0.9999771431101689,1.0,0.9999471363027878,1.0
7823,NTNG2,-0.039371910859558,0.0008502802284735864,-0.0303782915504179,1.852036504768657e-07,-0.000192964,0.9999771431101689,1.0,0.9999471363027878,1.0
7824,NTRK2,-0.0573246952210781,4.702696007794398e-07,-0.0516807656098801,1.173531916219302e-19,-0.000271064,0.9999771431101689,1.0,0.9999471363027878,1.0
7825,NTRK3,-0.0894024103103263,4.091153977174263e-16,-0.0531204855767768,1.0316937094081871e-20,-0.000274806,0.9999771431101689,1.0,0.9999471363027878,1.0
7826,NTRK3.AS1,-0.0425741769785756,0.0002776636839317644,-0.0242657405759837,3.837027936901514e-05,-0.00010561,0.9999771431101689,1.0,0.9999471363027878,1.0
7827,NTS,-0.0362140084898064,0.002353016755541567,-0.0207625309219374,0.0004733113692213414,-7.11e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7828,NUAK1,-0.0486773245597793,2.5299271452170413e-05,-0.0426878123726975,1.006864364240749e-13,-0.000200806,0.9999771431101689,1.0,0.9999471363027878,1.0
7829,NUBP1,0.0961117606364607,1.5381485221547787e-18,0.1461575280341776,1.867604780731324e-151,0.000162697,0.9999771431101689,1.0,0.9999471363027878,1.0
7830,NUCB2,0.0244269441364745,0.048739950387553896,0.1678148965782149,5.0845866939660136e-200,0.000192381,0.9999771431101689,1.0,0.9999471363027878,1.0
7831,NUCKS1,0.1953603166405682,3.846141487568166e-76,0.2833780780582227,0.0,0.001003607,0.9999771431101689,1.0,0.9999471363027878,1.0
7832,NUDC,0.0460541117599213,7.333626734745513e-05,0.1715676727951616,3.7239818194514036e-209,0.000793764,0.4475921637871878,1.0,0.9999471363027878,1.0
7833,NUDCD1,0.0775890820612137,2.7491687675304837e-12,0.1201340447480478,2.5191291868493026e-102,0.00051429,0.9999771431101689,1.0,0.9999471363027878,1.0
7834,NUDCD2,0.0569803009283857,5.585250722909527e-07,0.1154755024655756,1.4227995967280695e-94,0.000277228,0.9999771431101689,1.0,0.9999471363027878,1.0
7835,NUDT1,0.0912210571569932,9.429795452780791e-17,0.1570186719885032,6.217205581582993e-175,0.000516494,0.9999771431101689,1.0,0.9999471363027878,1.0
7836,NUDT15,0.0393366030489055,0.0008601781176538386,0.1348306374169235,7.448481957486383e-129,0.000540033,0.9999771431101689,1.0,0.9999471363027878,1.0
7837,NUDT16L1,0.070730736911815,2.4935351210384765e-10,0.0930562305244463,1.190566526108533e-61,0.000303502,0.9999771431101689,1.0,0.9999471363027878,1.0
7838,NUDT19,0.0270811583801485,0.027369308564226865,0.0547250731093236,6.334277792965963e-22,8.2e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7839,NUDT2,0.0262099515643106,0.03332930596977098,0.073818151250647,4.0710708477291824e-39,7.67e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7840,NUDT21,0.1301843031334601,1.1273800312764074e-33,0.2556037109109728,0.0,0.001185596,0.498230198076431,1.0,0.9999471363027878,1.0
7841,NUDT3,0.0596156745052904,1.4583482386163437e-07,0.1962167812218229,1.5786894538896606e-274,-7.57e-05,0.9999771431101689,1.0,0.11653245800753657,1.0
7842,NUDT5,0.106530919137369,1.1323981077840865e-22,0.2098641253919609,8.534897e-315,0.000772989,0.9999771431101689,1.0,0.9999471363027878,1.0
7843,NUDT8,0.0298029028658567,0.014182062517898983,0.0775309524625621,4.669447262689922e-43,0.000281826,0.9999771431101689,1.0,0.9999471363027878,1.0
7844,NUDT9,0.0395539682545926,0.0008013806787560186,0.089635165746789,2.941204337871534e-57,0.000278967,0.9999771431101689,1.0,0.9999471363027878,1.0
7845,NUFIP1,0.0710279685806152,2.068375414496066e-10,0.0993903261698886,3.23721784508035e-70,0.000492221,0.9999771431101689,1.0,0.9999471363027878,1.0
7846,NUFIP2,0.0774540175082918,3.017529498526791e-12,0.1237767249592108,1.3129723930759207e-108,0.000200966,0.9999771431101689,1.0,0.9999471363027878,1.0
7847,NUP107,0.0292923637326039,0.016112431093887453,0.138639126703354,3.0410005599202886e-136,0.000463551,0.9999771431101689,1.0,0.9999471363027878,1.0
7848,NUP133,0.0808209322998526,2.781122783709611e-13,0.1470669596710074,2.3501668327746863e-153,0.000436177,0.9999771431101689,1.0,0.9999471363027878,1.0
7849,NUP153,0.0878161462941757,1.4385876001278615e-15,0.1558704249340988,2.281278874738709e-172,0.000626333,0.9999771431101689,1.0,0.9999471363027878,1.0
7850,NUP160,0.0504016671333505,1.2002967967348965e-05,0.1235898449924206,2.788480722266023e-108,0.000293216,0.9999771431101689,1.0,0.9999471363027878,1.0
7851,NUP188,0.0428104935737425,0.0002546235440570756,0.1089312020245747,3.2490419545054554e-84,0.000285684,0.9999771431101689,1.0,0.9999471363027878,1.0
7852,NUP205,0.0649362552470308,7.976405160450288e-09,0.1207319385444718,2.4190002666481373e-103,0.000349656,0.9999771431101689,1.0,0.9999471363027878,1.0
7853,NUP210,0.1204427564821173,7.227493354398004e-29,0.1408235625909011,1.4045021911339663e-140,0.000526477,0.9999771431101689,1.0,0.9999471363027878,1.0
7854,NUP35,0.0455220928324449,9.06202361401659e-05,0.1020336405314788,5.785572127968334e-74,0.000510741,0.9999771431101689,1.0,0.9999471363027878,1.0
7855,NUP37,0.1064027408518972,1.2784374623273668e-22,0.1254849262995523,1.2759324058335709e-111,0.000526446,0.9999771431101689,1.0,0.9999471363027878,1.0
7856,NUP43,0.0373694732223855,0.0016381094752326185,0.1309866204350217,1.3117623678669221e-121,0.000203466,0.9999771431101689,1.0,0.9999471363027878,1.0
7857,NUP50,0.0585008889567602,2.59081101794089e-07,0.132102705914835,1.0837535542061763e-123,0.000322921,0.9999771431101689,1.0,0.9999471363027878,1.0
7858,NUP54,0.063784580413182,1.531890097894045e-08,0.1275421239409508,2.6453401257897183e-115,0.000458652,0.9999771431101689,1.0,0.9999471363027878,1.0
7859,NUP58,0.0428512810167807,0.00025090229199354214,0.1346762561536794,1.4688346207995177e-128,0.0004653,0.9999771431101689,1.0,0.9999471363027878,1.0
7860,NUP62,0.1400943236230901,5.5778291004209356e-39,0.23100060540981,0.0,0.000925094,0.9999771431101689,1.0,0.9999471363027878,1.0
7861,NUP85,0.0556432725668434,1.0747448401689057e-06,0.0577728709030471,2.5226429563977085e-24,0.000171876,0.9999771431101689,1.0,0.9999471363027878,1.0
7862,NUP88,0.0345834231397453,0.003852812624986321,0.1065877123963406,1.1770640362975229e-80,0.000210485,0.9999771431101689,1.0,0.9999471363027878,1.0
7863,NUP93,0.0718492812230989,1.2260395187360776e-10,0.1272564311635817,8.671715169018774e-115,0.000415387,0.9999771431101689,1.0,0.9999471363027878,1.0
7864,NUP98,-0.0307050394394457,0.011261570903554266,0.0629899498500759,9.772098659467231e-29,-8.29e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7865,NUPL2,0.0521543118075978,5.519178702872938e-06,0.0936796106273233,1.811976542295127e-62,0.000245466,0.9999771431101689,1.0,0.9999471363027878,1.0
7866,NUPR2,-0.0253488171491628,0.04020763744724121,-0.0138240695602845,0.02225454861405292,-0.000103362,0.9999771431101689,1.0,0.9999471363027878,1.0
7867,NUS1,0.0470786439006195,4.876465717284138e-05,0.1286403600244254,2.7033057102127577e-117,0.000353062,0.9999771431101689,1.0,0.9999471363027878,1.0
7868,NUTF2,0.0637961550153101,1.522328915456655e-08,0.1264606159402284,2.3314191268049432e-113,0.00053476,0.9999771431101689,1.0,0.9999471363027878,1.0
7869,NUTM1,-0.031665245065714,0.008745391665751423,-0.017532837320332,0.0034241784117160575,-8.83e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7870,NUTM2A.AS1,0.0572408632018793,4.901989227820297e-07,0.1381186241984373,3.2049874407222433e-135,0.000345334,0.9999771431101689,1.0,0.9999471363027878,1.0
7871,NUTM2B.AS1,0.0465079062357082,6.124507176454743e-05,0.1103189110018635,2.3249924245705057e-86,0.000212323,0.9999771431101689,1.0,0.9999471363027878,1.0
7872,NUTM2D,-0.0761867554406789,7.1520408653136855e-12,-0.0428978864384176,7.527490419010099e-14,-0.00044748,0.9999771431101689,1.0,0.9999471363027878,1.0
7873,NUTM2F,-0.0364689985564741,0.00217490899741567,-0.0518589412519883,8.710575028997408e-20,-0.000200041,0.9999771431101689,1.0,0.9999471363027878,1.0
7874,NUTM2G,-0.026970518220579,0.028070103710590415,-0.0160931387480513,0.007429786172992754,-9.59e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7875,NWD1,-0.1140514452207236,6.359963064303508e-26,-0.0537107929675453,3.7343151475051665e-21,-0.000326866,0.9999771431101689,1.0,0.9999471363027878,1.0
7876,NWD2,-0.0302933777504246,0.012500966805471496,-0.0273357720632894,3.0697373805996765e-06,-8.58e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7877,NXF1,0.0358626116084297,0.0026244089047397297,0.0903686684809667,3.4780986629428556e-58,0.000102326,0.9999771431101689,1.0,0.9999471363027878,1.0
7878,NXF3,-0.0323091236650228,0.0073404638966374745,-0.0222264195876962,0.00017368866343728733,-0.0001,0.9999771431101689,1.0,0.9999471363027878,1.0
7879,NXN,-0.055862504944788,9.669050126220815e-07,-0.0224463801023013,0.00014843906003415594,-0.000179794,0.9999771431101689,1.0,0.9999471363027878,1.0
7880,NXNL1,-0.0273698558441932,0.0256011629846605,-0.0121472258677211,0.04556547520233084,-0.000150815,0.9999771431101689,1.0,0.9999471363027878,1.0
7881,NXNL2,-0.1943893969602073,2.2278452417419935e-75,-0.0696923771562535,5.736209919632585e-35,-0.000576096,0.9999771431101689,1.0,0.9999471363027878,1.0
7882,NXPE1,-0.0392141955157206,0.0008954740070905183,-0.019109326388617,0.0013587654429816848,-9.96e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7883,NXPH1,-0.0464433301477956,6.283124645103504e-05,-0.0291594614586971,5.922711725082385e-07,-0.000113983,0.9999771431101689,1.0,0.9999471363027878,1.0
7884,NXT1,0.1335253390947315,2.0511306530220406e-35,0.1866236805212727,5.6605029162201175e-248,0.0007029,0.9999771431101689,1.0,0.9999471363027878,1.0
7885,NXT2,0.0406684770516123,0.0005466043221128753,0.0731207076266209,2.1239554549851993e-38,7.18e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7886,NYAP1,-0.0309404343269264,0.010595243820353104,-0.0313706414796046,6.9618659191063e-08,-0.000100536,0.9999771431101689,1.0,0.9999471363027878,1.0
7887,NYX,-0.0466770020620151,5.7151848849560495e-05,-0.0311454793568026,8.708830619184848e-08,-0.00020352,0.9999771431101689,1.0,0.9999471363027878,1.0
7888,OAF,0.1191846613937942,2.799097470290582e-28,0.1198530164421553,7.541754775998648e-102,0.000427235,0.9999771431101689,1.0,0.9999471363027878,1.0
7889,OARD1,0.0373572351115533,0.00164428847984817,0.0752483507870674,1.3028015060283142e-40,6.65e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7890,OAS1,-0.025093083935998,0.04246615174698469,-0.0327770813465135,1.645084864399964e-08,-0.000168302,0.9999771431101689,1.0,0.9999471363027878,1.0
7891,OAS3,0.0429211109889773,0.00024506442992666455,0.0281751283306917,1.4567196259898727e-06,5.6e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7892,OASL,-0.0401640407639888,0.0006515818159133018,-0.0310501091225885,9.573567806475094e-08,-0.00019603,0.9999771431101689,1.0,0.9999471363027878,1.0
7893,OAZ1,0.1276293931596434,2.2445194649825518e-32,0.1479146065472784,3.911826036340866e-155,1.34e-05,0.26663481321217114,1.0,0.9999471363027878,1.0
7894,OAZ3,-0.0358643033117253,0.0026236748300119076,-0.0432871382263966,4.385967602300035e-14,-0.000210038,0.9999771431101689,1.0,0.9999471363027878,1.0
7895,OBFC1,0.0328886519967485,0.006263911488762917,0.05747993324977,4.3390686039429055e-24,7.52e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7896,OBP2A,-0.0798942434501222,5.41068783453661e-13,-0.0472269219501952,1.4170482694812635e-16,-0.000331227,0.9999771431101689,1.0,0.9999471363027878,1.0
7897,OBSCN,-0.0637184718289662,1.5892911187974227e-08,-0.0364147790782418,2.9227352761229805e-10,-0.000161713,0.9999771431101689,1.0,0.9999471363027878,1.0
7898,OBSL1,0.0570813679692784,5.316398247521295e-07,0.0544547402503267,1.0200439178446477e-21,-2.32e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7899,OCA2,-0.0292061256939533,0.01647392123169792,-0.0286228470686103,9.725924625619127e-07,-0.000118859,0.9999771431101689,1.0,0.9999471363027878,1.0
7900,OCIAD1,0.1030018493109445,3.1782394031400497e-21,0.1675079326040177,2.769216677910432e-199,0.000359739,0.9999771431101689,1.0,0.9999471363027878,1.0
7901,OCIAD2,0.0692215787023787,6.372018795042732e-10,0.1099269166978287,9.449563869234733e-86,6.33e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7902,ODAM,-0.0368290282416003,0.0019470266947254865,-0.0332865277045927,9.593346096997682e-09,-0.000166393,0.9999771431101689,1.0,0.9999471363027878,1.0
7903,ODC1,0.1157819954117691,1.0451494816255554e-26,0.2477268473777071,0.0,0.001537442,0.001259329402451701,0.11083283082930806,0.0534814240292949,1.0
7904,ODF2,0.0374139845394772,0.0016140662351181616,0.1018953939841556,9.145426162259189e-74,0.000180177,0.9999771431101689,1.0,0.9999471363027878,1.0
7905,ODF3,-0.0386657431494031,0.0010778319056981985,-0.0302858516884077,2.0262425687241583e-07,-0.00010345,0.9999771431101689,1.0,0.9999471363027878,1.0
7906,ODF3B,-0.0486125104371235,2.6008950069452952e-05,-0.0280619007404853,1.6136367112841048e-06,-0.000152994,0.9999771431101689,1.0,0.9999471363027878,1.0
7907,OFCC1,-0.0520974062328945,5.6593309009336895e-06,-0.0444353894228424,8.703082944927879e-15,-0.000237597,0.9999771431101689,1.0,0.9999471363027878,1.0
7908,OGDHL,-0.0286952637772604,0.018649220039188806,-0.0275885229345604,2.4584920419852692e-06,-0.000149269,0.9999771431101689,1.0,0.9999471363027878,1.0
7909,OGFOD1,0.0411419154189857,0.00046286960032089285,0.123381790183221,6.442589548599831e-108,0.000182567,0.9999771431101689,1.0,0.9999471363027878,1.0
7910,OGT,0.0434549218165356,0.00020060154673370184,0.0777538264350333,2.6667896448477334e-43,-0.000162355,0.9999771431101689,1.0,0.9999471363027878,1.0
7911,OIP5,0.0463220760662026,6.597558519374882e-05,0.1138221734966488,6.71911176520115e-92,0.000331003,0.9999771431101689,1.0,0.9999471363027878,1.0
7912,OIP5.AS1,0.0635026827905972,1.7927858566759305e-08,0.1747623800406467,4.200306373561668e-217,0.000106643,0.9999771431101689,1.0,0.9999471363027878,1.0
7913,OIT3,-0.0649262331252063,8.019745761875208e-09,-0.0282653989246326,1.3430998659721962e-06,-0.000159477,0.9999771431101689,1.0,0.9999471363027878,1.0
7914,OLA1,0.1128808002679838,2.1118372521951617e-25,0.2390807733424901,0.0,0.000635779,0.9999771431101689,1.0,0.9999471363027878,1.0
7915,OLAH,-0.0253137435006253,0.040511348787499006,0.0256133812675035,1.3134152616513116e-05,-0.000164851,0.9999771431101689,1.0,0.9999471363027878,1.0
7916,OLFM1,-0.0601712585496886,1.0868568335922111e-07,-0.0550622699170668,3.490273478947381e-22,-0.000305095,0.9999771431101689,1.0,0.9999471363027878,1.0
7917,OLFM2,-0.0340211030867849,0.004550512727197958,-0.0218946223856379,0.00021930827665240778,-0.000124749,0.9999771431101689,1.0,0.9999471363027878,1.0
7918,OLFML1,-0.0508202822760065,1.0011746290229807e-05,-0.0317229784946079,4.8824771103050814e-08,-0.000118418,0.9999771431101689,1.0,0.9999471363027878,1.0
7919,OLFML2A,-0.0351166046715345,0.003288951660244932,-0.0279906330504109,1.7196533386444512e-06,-0.000166444,0.9999771431101689,1.0,0.9999471363027878,1.0
7920,OLFML2B,-0.0401203755338257,0.0006607666614742849,-0.0277395971531516,2.1488420999886115e-06,-0.000135993,0.9999771431101689,1.0,0.9999471363027878,1.0
7921,OLFML3,-0.038456113708607,0.001151785562690414,-0.0227522474298832,0.0001192325987425572,-0.000157789,0.9999771431101689,1.0,0.9999471363027878,1.0
7922,OLIG2,-0.0349576780057915,0.0034470134067590683,-0.0215992132471589,0.0002696500904270552,-8.06e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
7923,OLIG3,-0.0424910733246827,0.0002860530541159525,-0.0231648744939521,8.809802803618382e-05,-0.000100383,0.9999771431101689,1.0,0.9999471363027878,1.0
7924,OLR1,-0.0380984227230212,0.0012949605750208894,-0.0373690676533525,9.422693386324029e-11,-0.000174461,0.9999771431101689,1.0,0.9999471363027878,1.0
7925,OMA1,0.0611914548645028,6.315064587816976e-08,0.0746572578910894,5.444283734483063e-40,0.000141637,0.9999771431101689,1.0,0.9999471363027878,1.0
7926,OMG,-0.0321442571909749,0.007665771640092895,-0.0212772743175149,0.0003351775386073754,-0.000136977,0.9999771431101689,1.0,0.9999471363027878,1.0
7927,ONECUT2,-0.0680969440774247,1.2534924248312158e-09,-0.0486363962242554,1.607819999980335e-17,-0.00025001,0.9999771431101689,1.0,0.9999471363027878,1.0
7928,ONECUT3,-0.0842192411165843,2.283823998984065e-14,-0.0576679893583369,3.0667311470013346e-24,-0.000379158,0.9999771431101689,1.0,0.9999471363027878,1.0
7929,OOEP,-0.1203985897044568,7.562888055477331e-29,-0.0558617903478637,8.349724489756047e-23,-0.000350323,0.9999771431101689,1.0,0.9999471363027878,1.0
7930,OPA1,0.0290672244583204,0.01701860086110337,0.0946997873901101,8.077017637578863e-64,0.000239799,0.9999771431101689,1.0,0.9999471363027878,1.0
7931,OPALIN,-0.0324952563305189,0.006970912703029395,-0.0293699549236733,4.859783344888034e-07,-0.000147723,0.9999771431101689,1.0,0.9999471363027878,1.0
7932,OPCML,-0.0474948459481519,4.128745738031198e-05,-0.0323437422209745,2.5849186118360313e-08,-0.000191075,0.9999771431101689,1.0,0.9999471363027878,1.0
